,ZIP,UNITID,INSTNM,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PCTFLOAN,CDR3,UGDS_MEN,UGDS_WOMEN,LPSTAFFORD_CNT,LPSTAFFORD_AMT,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,PredominantDegree,HighestDegree,FundingModel,Region,Geography,AdmissionRate,ACTMedian,SATAverage,AverageCost,Expenditure,AverageFacultySalary,MedianDebt,AverageAgeofEntry,MedianFamilyIncome,MedianEarnings,LAT,LNG
145,32514,138354,The University of West Florida,9371.0,0.6515,0.119,0.0959,0.0309,0.0061,0.0026,0.0591,0.019,0.0159,0.6356,0.06,0.4324,0.5676,31905,641027227,0.0,0.0093,0.0,0.0,0.0421,0.0,0.0322,0.0,0.0274,0.0256,0.0075,0.0,0.0,0.012,0.0111,0.3116,0.0,0.031,0.0033,0.0,0.006,0.0427,0.0018,0.0,0.0093,0.0,0.0397,0.0232,0.018,0.0442,0.0,0.0,0.0,0.0,0.025,0.1795,0.086,0.0114,Bachelor's,Graduate,Public,Southeast,Small City,0.4808,24,1062,18158,5710,7392,12500.0,23.7399998,34467.0,33400,30.531268,-87.221604
146,31793,138558,Abraham Baldwin Agricultural College,3744.0,0.7855,0.1116,0.0673,0.0085,0.0035,0.0003,0.0112,0.0118,0.0003,0.384,0.173,0.4372,0.5628,20776,252121936,0.1649,0.0397,0.0,0.0,0.0,0.0,0.0073,0.0146,0.0,0.0,0.0,0.0,0.0,0.0,0.0063,0.3403,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0094,0.0,0.0042,0.0063,0.0177,0.0031,0.0282,0.0125,0.2495,0.0699,0.0031,Associate,Bachelor's,Public,Southeast,Distant Town,0.709,19,897,14080,5121,4752,8198.5,22.9400005,31944.0,29200,31.462511,-83.593543
147,31705,138716,Albany State University,5545.0,0.1408,0.7387,0.0462,0.0041,0.0023,0.0002,0.0161,0.005,0.0465,0.649,0.133,0.2738,0.7262,42005,947676106,0.0,0.0,0.0,0.0,0.0181,0.0,0.0164,0.0,0.069,0.0,0.0,0.0,0.0,0.0017,0.0026,0.2379,0.0,0.0284,0.0078,0.0,0.0034,0.0,0.0,0.0,0.0034,0.0,0.0224,0.0612,0.0112,0.0129,0.0,0.0,0.0,0.0,0.0138,0.4034,0.0862,0.0,Bachelor's,Graduate,Public,Southeast,Small City,0.1992,19,887,19025,7089,5607,24500.0,22.4599991,29794.0,27900,31.51689,-84.042942
148,39840,138761,Andrew College,292.0,0.3664,0.5068,0.0685,0.0034,0.0,0.0034,0.0308,0.0205,0.0,0.7439,0.16,0.4041,0.5959,2545,26486354,0.0294,0.0,0.0,0.0,0.0294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588,0.0,0.1176,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294,0.0,0.0882,0.0,0.0,0.0,0.0,0.1471,0.3235,0.0882,0.0294,Associate,Associate,Private,Southeast,Distant Town,0.4013,17,825,26050,5501,3412,9000.0,19.7999992,37059.0,24500,31.780932,-84.764867
149,31833,138868,Point University,1029.0,0.4509,0.3178,0.0525,0.0078,0.0049,0.001,0.0709,0.0379,0.0564,0.4572,0.123,0.4733,0.5267,5833,125684589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.0456,0.0,0.0083,0.029,0.0,0.0415,0.0,0.0,0.0,0.0747,0.0,0.2739,0.0,0.0,0.2033,0.0581,0.0,0.0041,0.0,0.0,0.0,0.0,0.0124,0.0,0.2158,0.0041,Bachelor's,Bachelor's,Private,Southeast,Distant Town,0.5353,20,946,27497,4477,5482,19500.0,21.8500004,56038.0,27800,32.8429,-85.091845
150,30314,138947,Clark Atlanta University,3320.0,0.0009,0.888,0.0018,0.0006,0.0018,0.0,0.0,0.038,0.069,0.8331,0.109,0.2491,0.7509,32400,1039870341,0.0,0.0,0.0,0.0,0.2044,0.0,0.0389,0.0,0.0535,0.0,0.0,0.0,0.0,0.0,0.0122,0.0,0.0,0.0852,0.0122,0.0,0.0,0.0,0.0049,0.0,0.0122,0.0,0.1217,0.0803,0.0414,0.0487,0.0,0.0,0.0,0.0,0.1095,0.0,0.1752,0.0,Bachelor's,Graduate,Private,Southeast,Large City,0.568,19,880,34201,8191,6418,20000.0,19.9200001,41956.0,29800,33.757576,-84.432245
151,30314,140553,Morehouse College,2205.0,0.0032,0.9433,0.0045,0.0,0.0023,0.0,0.0281,0.0068,0.0118,0.6322,0.108,0.9995,0.0005,13550,298641078,0.0,0.0,0.0,0.005,0.0,0.0,0.0578,0.0,0.0025,0.0126,0.0,0.0025,0.0,0.0,0.0503,0.0,0.0,0.093,0.0402,0.0,0.0101,0.0653,0.0201,0.0,0.0427,0.0,0.0603,0.0,0.0,0.1683,0.0,0.0,0.0,0.0,0.0779,0.0,0.2789,0.0126,Bachelor's,Bachelor's,Private,Southeast,Large City,0.6684,21,990,45451,11151,6903,25999.5,19.6399994,53238.5,36200,33.757576,-84.432245
152,30314,141060,Spelman College,2166.0,0.0014,0.9709,0.0009,0.0005,0.0185,0.0,0.0005,0.0074,0.0,0.7539,0.05,0.0,1.0,10436,235816324,0.0,0.0179,0.0,0.0471,0.0,0.0,0.0247,0.0,0.0381,0.0,0.0,0.0224,0.0,0.0,0.0673,0.0,0.0,0.1659,0.0404,0.0,0.0628,0.0,0.0045,0.0,0.0359,0.0,0.1726,0.0,0.0022,0.2309,0.0,0.0,0.0,0.0,0.0426,0.0045,0.0,0.0202,Bachelor's,Bachelor's,Private,Southeast,Large City,0.3802,22,1024,41635,11178,7514,25500.0,19.9400005,54315.0,40600,33.757576,-84.432245
153,30149,139144,Berry College,1913.0,0.7888,0.0559,0.0695,0.0188,0.0037,0.0005,0.0361,0.0063,0.0204,0.5233,0.029,0.39,0.61,5540,83702442,0.0,0.0253,0.0,0.0,0.0737,0.0,0.0,0.0,0.0599,0.0,0.0138,0.0161,0.0,0.0,0.0253,0.0,0.0,0.2005,0.0184,0.0,0.0346,0.0968,0.03,0.0,0.0138,0.0,0.0876,0.0,0.0,0.0484,0.0,0.0,0.0,0.0,0.0253,0.0553,0.159,0.0161,Bachelor's,Graduate,Private,Southeast,Small Suburb,0.6032,27,1186,40965,12857,7060,15750.0,19.7199993,71090.0,34600,34.309754,-85.226015
154,30501,139199,Brenau University,1688.0,0.4805,0.2932,0.1013,0.0166,0.0041,0.0012,0.0237,0.0498,0.0296,0.7218,0.055,0.0936,0.9064,13693,426465076,0.0,0.0,0.0,0.0,0.0133,0.0,0.0,0.0,0.1702,0.0,0.0,0.0,0.0,0.0106,0.0053,0.117,0.0,0.0372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0957,0.3191,0.1862,0.008,Bachelor's,Graduate,Private,Southeast,Small City,0.7829,20,957,34107,6630,6737,18638.0,28.2199993,40713.0,38100,34.319072,-83.814393
155,30445,139205,Brewton-Parker College,476.0,0.4727,0.3319,0.0609,0.0084,0.0063,0.0126,0.0105,0.0063,0.0903,0.4777,0.142,0.5735,0.4265,4892,87086295,0.0,0.0,0.0,0.0,0.0351,0.0,0.0,0.0,0.1053,0.0,0.0,0.0,0.0,0.0,0.0526,0.2456,0.0,0.0877,0.0,0.0,0.0,0.1579,0.0351,0.0351,0.0,0.0,0.0877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1228,0.0351,Bachelor's,Bachelor's,Private,Southeast,Distant Rural,0.5137,19,896,22499,4183,4805,10250.0,25.75,37869.5,29300,32.163934,-82.588515
156,31520,139250,College of Coastal Georgia,3129.0,0.6417,0.2074,0.0623,0.016,0.0026,0.0013,0.0409,0.0121,0.0157,0.3686,0.048,0.31,0.69,8743,103865894,0.0,0.0,0.0,0.0237,0.0,0.0,0.0,0.0051,0.0627,0.0,0.0,0.0,0.0,0.0,0.0,0.4136,0.0,0.0508,0.0051,0.0,0.0356,0.0,0.0,0.0,0.0,0.0,0.0695,0.0254,0.0119,0.0,0.0,0.0,0.0,0.0,0.0,0.1593,0.1373,0.0,Associate,Bachelor's,Public,Southeast,Small City,0.8221,20,940,15501,6365,5595,7711.0,26.4200001,22006.5,26300,31.180919,-81.493973
157,31907,139366,Columbus State University,6266.0,0.485,0.3894,0.0658,0.0239,0.0032,0.0019,0.015,0.0126,0.0032,0.5539,0.102,0.405,0.595,28761,696602975,0.0,0.0,0.0,0.0,0.0441,0.0,0.0616,0.0,0.0633,0.0025,0.0,0.0083,0.0,0.0,0.0275,0.0258,0.0,0.0333,0.0083,0.0,0.0083,0.0366,0.0,0.0,0.0216,0.0,0.0258,0.1349,0.0,0.0558,0.0,0.0,0.0,0.0,0.0766,0.2098,0.144,0.0117,Bachelor's,Graduate,Public,Southeast,Mid-size City,0.5543,21,984,17029,7030,6212,14750.0,23.2900009,35427.5,30700,32.482037,-84.901475
158,30750,139393,Covenant College,971.0,0.8352,0.0319,0.0247,0.0124,0.0031,0.0,0.0525,0.0391,0.001,0.5,0.015,0.484,0.516,3160,41034863,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.0787,0.0,0.0,0.0139,0.0,0.0,0.1019,0.0,0.0,0.0833,0.0046,0.0,0.0972,0.0278,0.0417,0.0278,0.0231,0.0,0.0694,0.0,0.0,0.1528,0.0,0.0,0.0,0.0,0.0972,0.0,0.0694,0.0694,Bachelor's,Graduate,Private,Southeast,Large Suburb,0.5704,26,1173,38510,8344,6841,18500.0,24.8199997,61514.0,37200,34.941414,-85.388227
159,02115,165671,Emmanuel College,1976.0,0.6893,0.0668,0.1159,0.0461,0.002,0.0005,0.0349,0.0152,0.0294,0.7119,0.042,0.25,0.75,7734,129642802,0.0,0.0,0.0,0.0,0.0576,0.0,0.0,0.0,0.0702,0.0,0.0,0.005,0.0,0.0,0.0351,0.005,0.0,0.2206,0.01,0.0,0.0451,0.005,0.0025,0.0,0.0351,0.0,0.1454,0.0,0.01,0.0777,0.0,0.0,0.0,0.0,0.0251,0.0852,0.1353,0.0301,Bachelor's,Graduate,Private,New England,Large City,0.6049,24,1090,49487,7555,8155,24250.0,20.6399994,81534.0,42200,42.337105,-71.105696
160,02115,166656,MCPHS University,3933.0,0.3641,0.0864,0.0801,0.2169,0.0031,0.001,0.0203,0.1554,0.0727,0.6646,0.015,0.2832,0.7168,18195,778388134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.935,0.0,0.0,Bachelor's,Graduate,Private,New England,Large City,0.8921,24,1094,43966,9840,8066,25000.0,22.25,61624.0,113100,42.337105,-71.105696
161,02115,166674,Massachusetts College of Art and Design,1828.0,0.61,0.047,0.1034,0.0815,0.0016,0.0022,0.0153,0.0465,0.0925,0.5623,0.059,0.2752,0.7248,6103,122515512,0.0,0.0,0.0336,0.0,0.0,0.0,0.0,0.0,0.0724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8941,0.0,0.0,0.0,Bachelor's,Graduate,Public,New England,Large City,0.6982,25,1081,25384,11176,9403,22500.0,21.4799995,60374.0,30200,42.337105,-71.105696
162,02115,167358,Northeastern University,13760.0,0.4523,0.0387,0.0842,0.14,0.0004,0.0002,0.0432,0.1781,0.0628,0.364,0.02,0.486,0.514,57007,1399078741,0.0,0.0188,0.0157,0.0003,0.055,0.0003,0.0459,0.0,0.0,0.1741,0.0,0.0063,0.0,0.0,0.0053,0.0003,0.0,0.0786,0.0134,0.0,0.0,0.0,0.002,0.0,0.0177,0.0,0.0302,0.0144,0.0071,0.1214,0.0,0.0,0.0,0.0,0.0337,0.107,0.2464,0.0061,Bachelor's,Graduate,Private,New England,Large City,0.3231,32,1394,55914,13078,11581,25759.5,20.9300003,83394.0,56400,42.337105,-71.105696
163,02115,168227,Wentworth Institute of Technology,4254.0,0.6291,0.0595,0.0656,0.0809,0.0007,0.0009,0.0355,0.0722,0.0557,0.6061,0.03,0.7915,0.2085,12118.0,190969438.0,0.0,0.0,0.0968,0.0,0.0,0.0,0.1482,0.0,0.0,0.3874,0.0572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.0,0.0,0.0,0.0782,0.0,0.2112,0.0,Bachelor's,Graduate,Private,New England,Large City,0.5761,24,1109,43850,8790,8039,21700.0,20.3400002,81863.0,52100,42.337105,-71.105696
164,30322,139658,Emory University,6975.0,0.396,0.0786,0.1016,0.2087,0.001,0.0004,0.0403,0.1603,0.013,0.3096,0.015,0.3999,0.6001,28820,1071018300,0.0,0.0165,0.0,0.014,0.0105,0.0,0.0205,0.0,0.001,0.0,0.0,0.014,0.0,0.0,0.026,0.0075,0.0,0.162,0.0445,0.0,0.0355,0.033,0.016,0.0,0.0315,0.0,0.0555,0.0,0.0,0.149,0.0,0.0,0.0,0.0,0.0245,0.1325,0.1945,0.0115,Bachelor's,Graduate,Private,Southeast,Large Suburb,0.2633,31,1363,58180,33796,12133,19000.0,21.2000008,64962.0,56900,33.793597,-84.326127
165,30332,139755,Georgia Institute of Technology-Main Campus,15201.0,0.4804,0.0697,0.0724,0.215,0.0003,0.0003,0.0389,0.0905,0.0325,0.2653,0.013,0.615,0.385,23043,489764866,0.0,0.0,0.0074,0.0,0.0128,0.0,0.1698,0.0,0.0,0.5953,0.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.033,0.01,0.0,0.0117,0.0,0.0,0.0,0.0185,0.0,0.01,0.0,0.0043,0.006,0.0,0.0,0.0,0.0,0.0134,0.0,0.1038,0.0011,Bachelor's,Graduate,Public,Southeast,Large City,0.5493,30,1352,21980,13939,11230,20750.0,20.0300007,82697.0,65700,33.778271,-84.404537
166,31709,139764,Georgia Southwestern State University,2231.0,0.6195,0.2649,0.0533,0.0112,0.0022,0.0009,0.0251,0.0197,0.0031,0.5042,0.073,0.3568,0.6432,12161,238879372,0.0,0.0,0.0,0.0021,0.0,0.0,0.0399,0.0,0.1954,0.0,0.0,0.0,0.0,0.0,0.0168,0.0042,0.0,0.0168,0.0042,0.0,0.0042,0.0,0.0,0.0,0.0126,0.0,0.0672,0.0021,0.0,0.0462,0.0,0.0,0.0,0.0,0.0189,0.1828,0.3655,0.021,Bachelor's,Graduate,Public,Southeast,Distant Town,0.6803,20,950,17839,5645,5689,14500.0,24.0,31658.5,31500,32.064806,-84.123242
167,30460,139931,Georgia Southern University,22239.0,0.5944,0.2534,0.0676,0.0223,0.0037,0.0013,0.0377,0.0148,0.0047,0.5317,0.064,0.4556,0.5444,89515,1918626776,0.0,0.0,0.0,0.0016,0.0329,0.0007,0.0427,0.0,0.0593,0.0524,0.0148,0.0105,0.0385,0.004,0.0246,0.0855,0.0,0.058,0.0058,0.0,0.0,0.0658,0.0009,0.0,0.021,0.0,0.0492,0.026,0.0,0.0358,0.0,0.0,0.0,0.0,0.0307,0.139,0.1884,0.0121,Bachelor's,Graduate,Public,Southeast,Remote Town,0.52,23,1094,21513,6183,6217,16250.0,20.5900002,61757.0,36600,32.418936,-81.781698
168,30303,139940,Georgia State University,26489.0,0.2272,0.4152,0.1158,0.1417,0.0009,0.0005,0.0638,0.0268,0.0081,0.5357,0.101,0.4124,0.5876,154570,3421840570,0.0,0.0,0.0,0.0047,0.0635,0.0,0.0825,0.0,0.0599,0.0,0.0,0.0192,0.0002,0.0,0.0204,0.0,0.0,0.0682,0.0071,0.0,0.0439,0.0,0.0097,0.0,0.0255,0.0,0.0841,0.0229,0.0237,0.1017,0.0,0.0,0.0,0.0,0.0679,0.0423,0.2409,0.0115,Bachelor's,Graduate,Public,Southeast,Large City,0.5466,23,1060,23124,7273,7149,17070.0,22.5699997,38306.0,37500,33.753259,-84.389953
169,30602,139959,University of Georgia,29474.0,0.6901,0.077,0.0632,0.1037,0.0008,0.0007,0.0402,0.0147,0.0096,0.3532,0.023,0.4323,0.5677,69555,1786337633,0.0325,0.0131,0.0045,0.0067,0.107,0.0,0.0244,0.0,0.0391,0.0355,0.0,0.0198,0.0354,0.021,0.0121,0.0023,0.0,0.0781,0.0106,0.0,0.0238,0.0242,0.004,0.0,0.0093,0.0,0.0532,0.0077,0.0072,0.0787,0.0,0.0,0.0,0.0,0.0355,0.034,0.2715,0.0089,Bachelor's,Graduate,Public,Southeast,Mid-size City,0.5608,28,1247,21162,8478,9015,16831.0,21.1900005,69003.0,42500,33.944542,-83.372937
170,30204,139968,Gordon State College,3145.0,0.4897,0.4223,0.0401,0.0067,0.0006,0.0003,0.0321,0.0019,0.0064,0.4987,0.166,0.3234,0.6766,17726,206881952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0739,0.0,0.0,0.0,0.0,0.0,0.0168,0.5311,0.0,0.0336,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0067,0.0824,0.0,0.0,0.0,0.0,0.0,0.0,0.1613,0.0689,0.0202,Associate,Bachelor's,Public,Southeast,Distant Town,0.4529,17,840,13091,4155,5168,8250.0,22.5100002,33817.5,28300,33.05605,-84.121042
171,30240,140234,LaGrange College,858.0,0.7401,0.1981,0.0128,0.0117,0.0058,0.0,0.021,0.0093,0.0012,0.7524,0.1,0.4755,0.5245,5313,112448456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0457,0.0,0.0,0.0102,0.0203,0.0,0.0508,0.0355,0.0,0.0609,0.0102,0.0,0.0,0.1269,0.0051,0.0,0.0152,0.0,0.0609,0.0,0.0,0.0812,0.0,0.0,0.0,0.0,0.0609,0.2437,0.1523,0.0203,Bachelor's,Graduate,Private,Southeast,Distant Town,0.5837,21,995,37305,12133,5532,18686.5,23.6599999,63008.5,38000,33.036764,-85.120092
172,31207,140447,Mercer University,4765.0,0.4758,0.2821,0.0598,0.0749,0.0017,0.0008,0.0374,0.0225,0.0451,0.6488,0.057,0.379,0.621,35465,1472794933,0.0,0.0,0.0,0.0026,0.0344,0.0,0.0352,0.0,0.0634,0.1269,0.0,0.0194,0.0,0.0062,0.0079,0.0229,0.0,0.0802,0.0079,0.0,0.0,0.0,0.0062,0.0,0.0194,0.0,0.0599,0.0211,0.0352,0.0581,0.0,0.0,0.0,0.0,0.0256,0.1797,0.1824,0.0053,Bachelor's,Graduate,Private,Southeast,Small City,0.69,26,1171,46382,10646,7918,21500.0,26.6399994,48287.5,43900,32.828448,-83.649156
173,30319,140696,Oglethorpe University,1241.0,0.4061,0.2442,0.1128,0.0532,0.0081,0.0008,0.0137,0.0798,0.0814,0.7536,0.11,0.4311,0.5689,4469,84557772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0864,0.0,0.0091,0.0,0.0,0.1227,0.0227,0.0,0.0864,0.0409,0.0,0.0273,0.0,0.0136,0.0,0.0045,0.0,0.0955,0.0,0.0,0.1273,0.0,0.0,0.0,0.0,0.0864,0.0,0.2545,0.0227,Bachelor's,Graduate,Private,Southeast,Large Suburb,0.5576,25,1131,43689,8645,4728,18459.0,22.3299999,46214.5,37600,33.875954,-84.334763
174,30901,140720,Paine College,453.0,0.0044,0.9161,0.0221,0.0022,0.0022,0.0,0.0199,0.0088,0.0243,0.7183,0.285,0.4393,0.5607,6057,122914829,0.0,0.0,0.0,0.0,0.1892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1081,0.0,0.0,0.0541,0.0135,0.0,0.0135,0.0,0.0135,0.0,0.0,0.0,0.1081,0.0,0.0,0.1081,0.0,0.0,0.0,0.0,0.0,0.0,0.2838,0.1081,Bachelor's,Bachelor's,Private,Southeast,Mid-size City,0.4377,16,778,21516,8877,5423,15150.0,20.7000008,27737.0,21800,33.437213,-81.956156
175,30183,140872,Reinhardt University,1425.0,0.633,0.1761,0.0849,0.0105,0.0042,0.0007,0.0253,0.0007,0.0646,0.5142,0.103,0.5165,0.4835,5558,90688427,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.0,0.0902,0.0,0.0,0.0118,0.0,0.0,0.0039,0.0039,0.0,0.0706,0.0118,0.0,0.0196,0.0706,0.0,0.0039,0.0,0.0,0.0235,0.1294,0.0,0.0549,0.0,0.0,0.0,0.0,0.0588,0.1216,0.2549,0.0039,Bachelor's,Graduate,Private,Southeast,Fringe Rural,0.514,22,1013,30734,6378,5710,9500.0,22.6000004,67316.5,33600,34.338804,-84.602425
176,31404,140960,Savannah State University,3742.0,0.0355,0.814,0.0871,0.0005,0.0024,0.0003,0.0382,0.0171,0.0048,0.7841,0.139,0.4014,0.5986,23685,552077526,0.0,0.0,0.0,0.0,0.1186,0.0,0.0237,0.0,0.0,0.0,0.061,0.0,0.0,0.0,0.0203,0.0305,0.0,0.1627,0.0119,0.0,0.0593,0.0,0.0,0.0,0.022,0.0,0.0458,0.1271,0.0712,0.0712,0.0,0.0,0.0,0.0017,0.0271,0.0,0.1373,0.0085,Bachelor's,Graduate,Public,Southeast,Mid-size City,0.8299,18,847,15531,5129,5294,17126.0,20.8600006,31664.0,26800,32.051559,-81.049211
177,30165,140988,Shorter University,1211.0,0.5987,0.251,0.0611,0.0083,0.0,0.0008,0.0363,0.0248,0.019,0.6172,0.115,0.4162,0.5838,12956,356456109,0.0,0.0,0.0,0.0,0.0203,0.0,0.0101,0.0,0.0676,0.0,0.0,0.0,0.0,0.0,0.0034,0.1318,0.0,0.0473,0.0,0.0,0.0169,0.0709,0.0304,0.0101,0.0034,0.0,0.0439,0.0777,0.0439,0.0068,0.0,0.0,0.0,0.0,0.0304,0.0743,0.2905,0.0203,Bachelor's,Graduate,Private,Southeast,Small City,0.6807,21,954,30642,5532,5154,25250.0,31.6100006,48847.0,43000,34.302923,-85.269103
178,31698,141264,Valdosta State University,8404.0,0.4623,0.3892,0.0697,0.0136,0.0026,0.0012,0.0401,0.0176,0.0037,0.616,0.085,0.3691,0.6309,46680,1094369164,0.0,0.0,0.0,0.0,0.088,0.0,0.0202,0.0,0.0717,0.0,0.0059,0.0196,0.0,0.0052,0.0215,0.0528,0.0,0.0411,0.0104,0.0,0.0,0.0189,0.0065,0.0,0.0202,0.0,0.0645,0.0515,0.0,0.0463,0.0,0.0,0.0,0.0,0.0469,0.1525,0.2412,0.015,Bachelor's,Graduate,Public,Southeast,Small City,0.5522,22,1033,20958,5873,5998,16000.0,21.7199993,51351.0,34300,30.848944,-83.28957
179,31210,141325,Wesleyan College,557.0,0.4417,0.3393,0.0557,0.0162,0.0018,0.0,0.0377,0.0916,0.0162,0.4929,0.062,0.0,1.0,3155,69480641,0.0,0.0081,0.0,0.0,0.0732,0.0,0.0,0.0,0.0569,0.0,0.0,0.0081,0.0325,0.0,0.0244,0.0,0.0,0.1138,0.0407,0.0,0.0081,0.0,0.0081,0.0,0.0163,0.0,0.0407,0.0,0.0,0.0244,0.0,0.0,0.0,0.0,0.065,0.2114,0.2439,0.0244,Bachelor's,Graduate,Private,Southeast,Small City,0.4339,20,982,30878,11411,7250,19000.0,24.5100002,37243.5,32000,32.907633,-83.735052
180,30118,141334,University of West Georgia,10448.0,0.4573,0.3934,0.0771,0.0106,0.0014,0.0019,0.0358,0.0085,0.0139,0.5898,0.092,0.3682,0.6318,44751,905205973,0.0,0.0,0.0,0.0,0.0679,0.0,0.0104,0.0,0.0818,0.0,0.0,0.0121,0.0,0.0,0.023,0.0,0.0,0.0685,0.0069,0.0,0.0,0.0351,0.0081,0.0,0.0196,0.0,0.0938,0.0,0.0,0.1572,0.0,0.0,0.0,0.0,0.0236,0.1543,0.2222,0.0155,Bachelor's,Graduate,Public,Southeast,Fringe Town,0.5385,20,950,18879,6178,5787,14250.0,22.2800007,51454.0,32800,33.572388,-85.10362
181,30582,141361,Young Harris College,990.0,0.7,0.097,0.0394,0.0091,0.003,0.001,0.0303,0.0818,0.0384,0.5275,0.085,0.4687,0.5313,3440,47289207,0.0,0.0153,0.0,0.0,0.1073,0.0,0.0,0.0,0.0728,0.0,0.0,0.0038,0.0,0.0,0.0651,0.0038,0.0,0.1303,0.0153,0.0,0.0421,0.0498,0.0268,0.0,0.023,0.0,0.1264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0881,0.0,0.1992,0.0307,Bachelor's,Bachelor's,Private,Southeast,Remote Rural,0.5365,21,980,34007,8802,6076,10500.0,19.7199993,57743.5,31200,34.958918,-83.900404
182,96816,141486,Chaminade University of Honolulu,1621.0,0.14,0.0487,0.0524,0.2973,0.0043,0.2246,0.0524,0.0093,0.1709,0.3901,0.065,0.2943,0.7057,8159,224415777,0.0,0.0337,0.0,0.0,0.0289,0.0,0.0048,0.0,0.0675,0.0,0.0,0.0,0.0,0.0,0.0072,0.1253,0.0,0.0482,0.0,0.0,0.0,0.0,0.0072,0.0,0.0,0.0,0.1325,0.2337,0.0,0.0096,0.0,0.0,0.0,0.0,0.0096,0.1229,0.1108,0.0578,Bachelor's,Graduate,Private,Far West,Large City,0.8359,21,972,30801,8093,8006,15969.5,23.9099999,35422.0,37600,21.290676,-157.788352
183,96720,141565,University of Hawaii at Hilo,2681.0,0.1895,0.0116,0.1589,0.1623,0.003,0.091,0.3364,0.0425,0.0048,0.4197,0.061,0.3495,0.6505,10299,247722450,0.0331,0.0242,0.0,0.0446,0.0611,0.0,0.0204,0.0,0.0,0.0,0.0,0.0204,0.0,0.0,0.028,0.0217,0.0,0.093,0.0127,0.0,0.0064,0.0955,0.0102,0.0,0.0242,0.0,0.0726,0.0535,0.0,0.0955,0.0,0.0,0.0,0.0,0.0178,0.1643,0.0841,0.0166,Bachelor's,Graduate,Public,Far West,Remote Town,0.752,21,967,15284,12842,8745,11293.0,23.1299992,29592.0,30400,19.65981,-155.232473
184,96822,141574,University of Hawaii at Manoa,12609.0,0.1669,0.0148,0.1159,0.3927,0.0013,0.0272,0.2489,0.0304,0.0018,0.3446,0.044,0.4341,0.5659,35312,797941541,0.0087,0.0168,0.009,0.0171,0.0507,0.0126,0.0234,0.0,0.0603,0.0882,0.0,0.0366,0.0321,0.0,0.0225,0.0162,0.0,0.0651,0.0087,0.0,0.0066,0.0408,0.0042,0.0,0.0129,0.0,0.0549,0.0,0.0129,0.0906,0.0,0.0,0.0,0.0,0.0294,0.0669,0.2057,0.0075,Bachelor's,Graduate,Public,Far West,Large City,0.8009,24,1087,18491,17768,10360,13750.0,22.3299999,39485.0,38500,21.320208,-157.810759
