,ZIP,UNITID,INSTNM,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PCTFLOAN,CDR3,UGDS_MEN,UGDS_WOMEN,LPSTAFFORD_CNT,LPSTAFFORD_AMT,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,PredominantDegree,HighestDegree,FundingModel,Region,Geography,AdmissionRate,ACTMedian,SATAverage,AverageCost,Expenditure,AverageFacultySalary,MedianDebt,AverageAgeofEntry,MedianFamilyIncome,MedianEarnings,LAT,LNG
0,36104,100724,Alabama State University,3903.0,0.0167,0.9352,0.0095,0.0041,0.0013,0.0005,0.0102,0.0102,0.0123,0.7845,0.203,0.371,0.629,34246,947070736,0.0,0.0,0.0,0.0,0.0892,0.0,0.0585,0.0,0.1169,0.0,0.0,0.0,0.0,0.0,0.0123,0.0,0.0,0.0831,0.0169,0.0,0.02,0.0108,0.0,0.0,0.0231,0.0,0.06,0.0938,0.0646,0.0138,0.0,0.0,0.0,0.0,0.0585,0.1677,0.1062,0.0046,Bachelor's,Graduate,Public,Southeast,Mid-size City,0.5125,17,830,17400,7393,6557,15854.5,20.8899994,24029.5,22400,32.403254,-86.326893
1,36117,100830,Auburn University at Montgomery,4529.0,0.452,0.4131,0.0117,0.0221,0.004,0.0007,0.0393,0.0488,0.0084,0.5539,0.104,0.348,0.652,23340,493759303,0.0,0.0217,0.0,0.0,0.0339,0.0,0.1179,0.0,0.0854,0.0,0.0,0.0041,0.0,0.0,0.0136,0.0027,0.0,0.042,0.0041,0.0,0.0217,0.0474,0.0,0.0,0.0176,0.0,0.0379,0.0366,0.0,0.0407,0.0,0.0,0.0,0.0,0.0298,0.2886,0.1477,0.0068,Bachelor's,Graduate,Public,Southeast,Mid-size City,0.8371,21,970,16556,6817,7173,10750.0,23.4300003,27378.0,32400,32.378728,-86.145011
2,36849,100858,Auburn University,24147.0,0.8078,0.055,0.0342,0.0236,0.0038,0.0005,0.0225,0.049,0.0036,0.3169,0.036,0.5115,0.4885,48346,1258831243,0.0414,0.0202,0.0181,0.0,0.0566,0.0,0.0098,0.0,0.0602,0.1911,0.0,0.0062,0.0348,0.0,0.0102,0.0,0.0,0.1108,0.0058,0.0,0.02,0.0,0.0021,0.0,0.0092,0.0,0.0279,0.0,0.016,0.0337,0.0,0.0,0.0,0.0002,0.0296,0.0623,0.2251,0.0087,Bachelor's,Graduate,Public,Southeast,Small City,0.8274,27,1215,23788,11324,9429,18250.0,20.3299999,71775.5,41800,32.60242,-85.487341
3,36106,101435,Huntingdon College,1078.0,0.6503,0.2171,0.0557,0.0093,0.0074,0.0009,0.0417,0.0009,0.0167,0.7096,0.098,0.5056,0.4944,4892,91105912,0.0,0.0,0.0,0.0,0.0261,0.0,0.0,0.0,0.0565,0.0,0.0,0.0,0.0,0.0,0.0174,0.0,0.0,0.1304,0.0087,0.0,0.0,0.1739,0.0043,0.0,0.0087,0.0,0.0174,0.0522,0.0,0.013,0.0,0.0,0.0,0.0,0.0043,0.0174,0.4522,0.0174,Bachelor's,Bachelor's,Private,Southeast,Mid-size City,0.6279,22,999,31433,6571,6027,16850.0,22.9099999,54275.5,33000,32.35282,-86.257585
4,36265,101480,Jacksonville State University,6394.0,0.7183,0.1866,0.0084,0.0067,0.0055,0.0005,0.0,0.0189,0.0551,0.6428,0.098,0.421,0.579,33028,840620761,0.0,0.0,0.0,0.0,0.0391,0.0,0.0253,0.0,0.0775,0.0,0.0314,0.0023,0.0345,0.0,0.0199,0.059,0.0,0.0391,0.0192,0.0,0.0,0.0054,0.0,0.0,0.0054,0.0,0.0215,0.0414,0.0637,0.0368,0.0,0.0,0.0,0.0,0.0399,0.2592,0.1587,0.0207,Bachelor's,Graduate,Public,Southeast,Small City,0.8326,23,1036,19202,6949,6857,16500.0,22.8199997,35158.0,31300,33.847655,-85.784916
5,36756,101541,Judson College,259.0,0.6988,0.2008,0.0232,0.0039,0.0232,0.0039,0.0039,0.0,0.0425,0.6794,0.177,0.0077,0.9923,1613,25153949,0.0571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0429,0.0,0.0,0.0,0.0,0.0,0.0429,0.0,0.0,0.0429,0.0143,0.0,0.0143,0.0,0.0429,0.0,0.0143,0.0,0.1571,0.0429,0.0714,0.0,0.0,0.0,0.0,0.0,0.0714,0.2429,0.1,0.0429,Bachelor's,Bachelor's,Private,Southeast,Remote Rural,0.7388,22,1023,27815,9293,5638,14250.0,22.6100006,43020.0,25300,32.683866,-87.27589
6,36756,101648,Marion Military Institute,392.0,0.6301,0.1709,0.0918,0.0255,0.0102,0.0,0.0714,0.0,0.0,0.4843,0.093,0.7602,0.2398,1764,13677823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Associate,Associate,Public,Southeast,Remote Rural,0.6034,22,1040,16520,6128,5909,5500.0,19.8700008,48241.0,37900,32.683866,-87.27589
7,35470,101587,University of West Alabama,2152.0,0.4326,0.4312,0.0191,0.0033,0.0042,0.0005,0.0274,0.0497,0.0321,0.693,0.078,0.4173,0.5827,24349,833054217,0.0,0.0,0.0,0.0,0.0395,0.0,0.0,0.0,0.1328,0.0,0.0791,0.0,0.0,0.0,0.0141,0.0,0.0,0.0508,0.0198,0.0,0.1864,0.0621,0.0,0.0,0.0028,0.0,0.0424,0.0,0.0,0.0198,0.0,0.0056,0.0,0.0,0.0,0.1525,0.178,0.0141,Bachelor's,Graduate,Public,Southeast,Remote Rural,0.9957,20,950,17959,8898,6408,13500.0,22.5599995,23735.0,32200,32.561974,-88.066347
8,36613,101693,University of Mobile,1294.0,0.5796,0.2519,0.0193,0.0162,0.0216,0.0062,0.034,0.044,0.027,0.6473,0.096,0.3601,0.6399,9023,257631630,0.0,0.0,0.0,0.0,0.0202,0.0,0.0034,0.0,0.1077,0.0,0.0,0.0,0.0168,0.0,0.0067,0.101,0.0,0.037,0.0303,0.0,0.0404,0.0505,0.0673,0.0707,0.0,0.0,0.0808,0.0,0.0,0.0168,0.0,0.0,0.0,0.0,0.0438,0.1178,0.1751,0.0135,Bachelor's,Graduate,Private,Southeast,Fringe Rural,0.7125,23,1058,30108,6715,5024,22500.0,25.1299992,37643.0,32900,30.809841,-88.18745
9,35115,101709,University of Montevallo,2251.0,0.6726,0.1666,0.0542,0.0107,0.0036,0.0018,0.0391,0.0275,0.024,0.5708,0.073,0.3319,0.6681,10663,227084707,0.0,0.0059,0.0,0.0,0.0431,0.0,0.0,0.0,0.1275,0.0,0.0,0.0078,0.0353,0.0,0.0863,0.0,0.0,0.0353,0.0059,0.0,0.0,0.0686,0.0,0.0,0.0196,0.0,0.0608,0.0,0.0686,0.0451,0.0,0.0,0.0,0.0,0.1667,0.0569,0.1235,0.0431,Bachelor's,Graduate,Public,Southeast,Large Suburb,0.8729,23,1070,20209,7719,7035,15872.0,21.5599995,48019.0,30400,33.142473,-86.891528
10,35896,101912,Oakwood University,1569.0,0.0057,0.8279,0.051,0.0038,0.0051,0.0,0.0,0.0676,0.0389,0.6965,0.104,0.427,0.573,10666,273934144,0.0,0.0,0.0,0.0,0.0323,0.0,0.0097,0.0,0.0355,0.0,0.0,0.0129,0.0065,0.0,0.0129,0.1452,0.0,0.1387,0.0258,0.0,0.0,0.0,0.0,0.0581,0.0065,0.0,0.0645,0.0,0.0355,0.0484,0.0,0.0,0.0,0.0,0.0258,0.1806,0.1581,0.0032,Bachelor's,Graduate,Private,Southeast,Mid-size City,0.3435,20,924,34705,7656,5307,22000.0,21.2299995,42094.5,27300,34.754673,-86.654641
11,35229,102049,Samford University,3524.0,0.851,0.0638,0.0329,0.0105,0.0014,0.0003,0.0233,0.0128,0.004,0.3323,0.029,0.3329,0.6671,13413,529793718,0.0,0.0024,0.0,0.0012,0.0659,0.0,0.0159,0.0,0.0549,0.0049,0.0,0.0049,0.0598,0.022,0.0183,0.0073,0.0,0.033,0.0037,0.0,0.0049,0.0147,0.011,0.0061,0.0012,0.0,0.0293,0.0012,0.0183,0.0317,0.0,0.0,0.0,0.0,0.0598,0.3297,0.1758,0.022,Bachelor's,Graduate,Private,Southeast,Large Suburb,0.7697,26,1153,38835,14054,8261,20000.0,21.0200005,77481.0,41400,33.465794,-86.788551
12,36688,102094,University of South Alabama,10035.0,0.6058,0.2298,0.0367,0.0311,0.0063,0.0016,0.037,0.0283,0.0235,0.5538,0.084,0.4098,0.5902,52923,1486001516,0.0,0.0,0.0,0.0,0.0352,0.0,0.0447,0.0,0.0985,0.0972,0.0,0.0068,0.0,0.0,0.0117,0.0,0.0,0.07,0.009,0.0,0.0619,0.023,0.0036,0.0,0.0149,0.0,0.0307,0.0203,0.0167,0.0303,0.0,0.0,0.0,0.0,0.0267,0.2761,0.1166,0.0059,Bachelor's,Graduate,Public,Southeast,Mid-size City,0.8604,23,1064,17125,10325,7212,15000.0,23.6900005,30958.0,34400,30.696156,-88.182096
13,36608,102234,Spring Hill College,1252.0,0.6637,0.1558,0.0319,0.0112,0.0056,0.0024,0.0447,0.0471,0.0375,0.7923,0.059,0.3866,0.6134,5960,127779876,0.0,0.0,0.0,0.0,0.0593,0.0,0.0,0.0,0.0704,0.0074,0.0,0.0037,0.0,0.0,0.0296,0.037,0.0,0.0926,0.0148,0.0,0.0,0.0,0.0111,0.0,0.0148,0.0,0.1148,0.0,0.0,0.1074,0.0,0.0,0.0,0.0,0.037,0.1148,0.2741,0.0111,Bachelor's,Graduate,Private,Southeast,Mid-size City,0.4627,24,1100,43325,6999,6057,20500.0,21.4899998,58994.0,37500,30.681503,-88.300213
14,35401,102270,Stillman College,689.0,0.0566,0.8462,0.0029,0.0,0.0015,0.0,0.0,0.0,0.0929,0.9232,0.231,0.4601,0.5399,8233,175002507,0.0,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.0,0.0,0.0417,0.1111,0.0,0.1944,0.0139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.2778,0.0833,Bachelor's,Bachelor's,Private,Southeast,Small City,0.43,19,882,24744,4330,4743,19000.0,20.5400009,25809.0,23200,33.170238,-87.616169
15,36082,102368,Troy University,13147.0,0.5247,0.3122,0.0374,0.0075,0.005,0.0017,0.03,0.0456,0.0359,0.6253,0.098,0.3837,0.6163,83750,2574842215,0.0,0.0017,0.0,0.0,0.0343,0.0,0.0495,0.0,0.0735,0.0,0.0041,0.0078,0.0,0.0,0.0124,0.0714,0.0,0.0318,0.0083,0.0,0.0177,0.0504,0.0,0.0,0.0041,0.0,0.1147,0.0978,0.073,0.0644,0.0,0.0,0.0,0.0,0.0182,0.0797,0.1783,0.007,Bachelor's,Graduate,Public,Southeast,Fringe Rural,0.6821,21,990,16877,5260,5996,17750.0,27.5300007,27401.0,33800,31.802761,-85.954635
16,36088,102377,Tuskegee University,2529.0,0.004,0.8454,0.0087,0.0071,0.0016,0.0186,0.002,0.0,0.1127,0.4744,0.135,0.3638,0.6362,17276,547454602,0.1111,0.0,0.0142,0.0,0.0142,0.0,0.0355,0.0,0.0307,0.2033,0.0,0.0,0.0236,0.0,0.026,0.0,0.0,0.0567,0.0118,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0922,0.0,0.0189,0.052,0.0,0.0,0.0,0.0,0.0,0.0709,0.2033,0.0095,Bachelor's,Graduate,Private,Southeast,Distant Town,0.3511,20,937,32853,13235,6679,23687.5,19.5900002,39069.0,30800,32.415281,-85.720314
17,99508,102669,Alaska Pacific University,283.0,0.4558,0.0177,0.0636,0.0141,0.2332,0.0035,0.1201,0.0,0.0919,0.4881,0.05,0.3286,0.6714,2047,51198866,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0476,0.0,0.0,0.1667,0.1905,0.0,0.0,0.0,0.0,0.2381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,Bachelor's,Graduate,Private,Far West,Large City,0.3745,22,1008,42925,10753,5137,19250.0,26.5200005,48081.5,38000,61.2014,-149.817502
18,86301,104586,Embry-Riddle Aeronautical University-Prescott,2712.0,0.625,0.0159,0.1294,0.059,0.0044,0.0059,0.0631,0.0642,0.0332,0.4735,0.042,0.75,0.25,34950,764048277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,0.0491,0.0,0.0047,0.0584,0.0,0.1776,0.0,0.0,0.0,0.3084,0.0,0.0,0.1051,0.0,Bachelor's,Graduate,Private,Southwest,Fringe Rural,0.7898,26,1171,45228,18433,8387,16500.0,23.2299995,52839.0,53800,34.587023,-112.429033
19,86301,105589,Prescott College,394.0,0.599,0.0279,0.0838,0.0051,0.0305,0.0051,0.1091,0.0076,0.132,0.6534,0.069,0.3503,0.6497,4944,148319043,0.0,0.1772,0.0,0.0,0.0,0.0,0.0,0.0,0.1899,0.0,0.0,0.0,0.0,0.0,0.0253,0.0253,0.0,0.0,0.0,0.0,0.0633,0.2025,0.0,0.0,0.0,0.0,0.2025,0.0,0.0,0.0633,0.0,0.0,0.0,0.0,0.0506,0.0,0.0,0.0,Bachelor's,Graduate,Private,Southwest,Small City,0.7293,26,1094,40206,6669,4248,19874.5,29.8199997,29669.0,30800,34.587023,-112.429033
20,86011,105330,Northern Arizona University,26647.0,0.5583,0.0331,0.2475,0.0202,0.0249,0.0024,0.0566,0.045,0.0122,0.452,0.066,0.3871,0.6129,85750,1838474739,0.0,0.0287,0.0,0.0009,0.0501,0.0,0.0098,0.0,0.0909,0.0544,0.0,0.0086,0.0,0.0011,0.0183,0.0874,0.0,0.0622,0.0044,0.0,0.0118,0.0321,0.0017,0.0,0.0154,0.0118,0.0351,0.0033,0.02,0.0643,0.0,0.0,0.0,0.0,0.0277,0.1543,0.2022,0.0036,Bachelor's,Graduate,Public,Southwest,Small City,0.9137,23,1050,22771,6893,7863,15000.0,23.6200008,43127.0,36200,35.180062,-111.655035
21,85306,105899,Arizona Christian University,705.0,0.478,0.1277,0.2113,0.0113,0.0085,0.0057,0.0695,0.044,0.044,0.5763,0.121,0.5674,0.4326,2590,37052855,0.0,0.0,0.0,0.0,0.0599,0.0,0.0,0.0,0.1198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0539,0.0,0.0,0.0,0.0,0.0,0.1557,0.0,0.0,0.1856,0.0,0.0,0.0898,0.0,0.0,0.0,0.0,0.0,0.0,0.3353,0.0,Bachelor's,Bachelor's,Private,Southwest,Large City,0.6076,23,1045,34444,5656,4617,13136.5,22.2999992,43195.0,29300,33.624556,-112.176589
22,72204,106245,University of Arkansas at Little Rock,6328.0,0.4913,0.2818,0.0466,0.0232,0.0022,0.0,0.1119,0.0414,0.0016,0.405,0.085,0.3807,0.6193,44027,1131542644,0.0,0.0,0.0,0.0,0.0428,0.0,0.0334,0.0,0.0176,0.0223,0.0387,0.0223,0.0,0.0,0.0287,0.092,0.0,0.0404,0.0088,0.0,0.0047,0.0,0.0035,0.0,0.0152,0.0,0.0545,0.082,0.0328,0.0316,0.0,0.0,0.0,0.0,0.0293,0.2595,0.1254,0.0146,Bachelor's,Graduate,Public,Southeast,Mid-size City,0.5274,24,1077,19894,7292,7480,14250.0,25.1399994,26332.5,31600,34.717617,-92.358338
23,72501,106342,Lyon College,655.0,0.658,0.0931,0.0687,0.0382,0.0198,0.0,0.0,0.026,0.0962,0.5863,0.114,0.5664,0.4336,2712,38266047,0.0,0.0,0.0,0.0,0.0,0.0,0.0476,0.0,0.0068,0.0,0.0,0.0136,0.0,0.0,0.0612,0.0,0.0,0.2041,0.0612,0.0,0.0,0.0,0.0068,0.0,0.034,0.0,0.1837,0.0,0.0,0.1156,0.0,0.0,0.0,0.0,0.0476,0.0,0.1701,0.0476,Bachelor's,Bachelor's,Private,Southeast,Remote Town,0.5898,25,1142,33355,11002,6354,12000.0,20.8999996,49042.5,35500,35.791171,-91.653381
24,72701,106397,University of Arkansas,23121.0,0.7597,0.0413,0.0898,0.025,0.0087,0.0009,0.0411,0.0279,0.0058,0.3739,0.049,0.4649,0.5351,52931,1183955228,0.0434,0.0044,0.0113,0.0007,0.0672,0.0,0.0133,0.0,0.0295,0.1206,0.0,0.0107,0.0508,0.0,0.0137,0.0,0.0,0.0445,0.0059,0.0,0.0039,0.0556,0.0028,0.0,0.0242,0.0,0.0321,0.017,0.0124,0.0467,0.0,0.0,0.0,0.0,0.0247,0.0995,0.2511,0.014,Bachelor's,Graduate,Public,Southeast,Small City,0.5858,26,1156,19917,8349,8902,14990.0,21.4599991,52612.0,39200,35.992387,-94.085584
25,71601,106412,University of Arkansas at Pine Bluff,2467.0,0.0345,0.9092,0.0186,0.0028,0.0016,0.0,0.0174,0.0138,0.002,0.6718,0.173,0.4131,0.5869,17962,355589032,0.0363,0.013,0.0,0.0,0.0518,0.0,0.0285,0.0,0.0855,0.0,0.0699,0.0,0.0855,0.0,0.0078,0.0803,0.0,0.1036,0.0207,0.0,0.0,0.0,0.0,0.0,0.0207,0.0,0.0233,0.0881,0.0337,0.0311,0.0,0.0,0.0,0.0,0.0155,0.0648,0.1399,0.0,Bachelor's,Graduate,Public,Southeast,Small City,0.277,18,842,15414,7154,5341,13698.5,21.5100002,23857.0,23700,34.17938,-91.892483
26,72801,106467,Arkansas Tech University,7896.0,0.7532,0.0742,0.0737,0.0134,0.0062,0.0005,0.0409,0.0379,0.0,0.4117,0.091,0.4519,0.5481,29006,546125570,0.015,0.0084,0.0,0.0,0.022,0.0,0.0255,0.0045,0.0532,0.0353,0.0224,0.0014,0.0094,0.0,0.008,0.1969,0.0,0.0122,0.0031,0.0,0.0728,0.0049,0.0,0.0,0.0094,0.0,0.028,0.057,0.0014,0.0164,0.0031,0.0304,0.0196,0.0,0.0094,0.2315,0.0909,0.0073,Bachelor's,Graduate,Public,Southeast,Remote Town,0.8503,22,1008,16126,4550,6096,10043.0,23.0499992,31932.0,30600,35.279126,-93.140877
27,72035,106704,University of Central Arkansas,8906.0,0.6583,0.1695,0.0565,0.0208,0.0052,0.0006,0.0411,0.0463,0.0018,0.5234,0.075,0.3958,0.6042,36993,749924235,0.0,0.0079,0.0,0.0,0.0321,0.0,0.0439,0.0,0.0896,0.0,0.0,0.0096,0.0541,0.0,0.0287,0.0304,0.0,0.0569,0.0135,0.0,0.0096,0.0377,0.0039,0.0,0.0203,0.0,0.071,0.0,0.0039,0.0558,0.0,0.0,0.0,0.0,0.0592,0.1741,0.1848,0.013,Bachelor's,Graduate,Public,Southeast,Small City,0.8997,23,1070,17899,6851,6434,11864.0,21.1000004,39480.0,33300,35.078763,-92.457353
28,72034,106713,Central Baptist College,663.0,0.6757,0.187,0.0483,0.003,0.0166,0.003,0.0211,0.0287,0.0166,0.6094,0.098,0.54,0.46,2862,48155308,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0072,0.0942,0.0,0.058,0.0,0.0,0.0,0.1449,0.0,0.1522,0.0,0.0,0.1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.2971,0.029,Bachelor's,Bachelor's,Private,Southeast,Small City,0.5407,21,974,20386,5075,4948,10828.0,24.4699993,44821.0,31200,35.049921,-92.486049
29,72149,107044,Harding University,3953.0,0.8133,0.0443,0.0377,0.0081,0.003,0.0003,0.0336,0.0592,0.0005,0.5397,0.038,0.4617,0.5383,17059,511290324,0.0,0.0,0.0,0.0,0.0662,0.0,0.0554,0.0,0.126,0.0326,0.0,0.0152,0.0087,0.0,0.013,0.051,0.0,0.0499,0.0065,0.0,0.0054,0.0499,0.0,0.0489,0.0033,0.0,0.0391,0.013,0.0445,0.0098,0.0,0.0,0.0,0.0,0.038,0.1325,0.1792,0.0119,Bachelor's,Graduate,Private,Southeast,Distant Town,0.7628,25,1139,25475,9503,7082,19801.5,20.5900002,76594.0,35500,35.249093,-91.726214
30,71999,107071,Henderson State University,2996.0,0.6585,0.2076,0.0534,0.0073,0.0043,0.001,0.0417,0.0134,0.0127,0.5325,0.073,0.4342,0.5658,14859,308434737,0.0,0.0,0.0,0.0,0.017,0.0,0.0114,0.0,0.1572,0.0,0.0,0.0076,0.0208,0.0,0.0284,0.0985,0.0,0.0246,0.0019,0.0,0.0,0.053,0.0,0.0,0.0152,0.0,0.0795,0.0133,0.0701,0.0265,0.0,0.0,0.0,0.0303,0.0587,0.0871,0.1761,0.0227,Bachelor's,Graduate,Public,Southeast,Distant Town,0.6221,22,1011,18033,6124,5606,10443.0,22.0900002,32258.0,32300,34.127458,-93.059067
31,72032,107080,Hendrix College,1192.0,0.698,0.0763,0.0562,0.0495,0.0067,0.0008,0.0445,0.0067,0.0612,0.5238,0.034,0.4807,0.5193,3468,54684136,0.0,0.0327,0.0,0.0,0.0,0.0,0.0286,0.0,0.0,0.0,0.0,0.0204,0.0,0.0,0.0408,0.0,0.0,0.2204,0.0122,0.0,0.0408,0.0122,0.0449,0.0,0.0653,0.0,0.1143,0.0,0.0,0.2122,0.0,0.0,0.0,0.0,0.0449,0.0327,0.0531,0.0245,Bachelor's,Graduate,Private,Southeast,Small City,0.8039,29,1267,50172,12018,7233,19500.0,19.4799995,80333.0,36100,35.065559,-92.362675
32,72761,107141,John Brown University,1575.0,0.7378,0.0254,0.0698,0.0127,0.0178,0.0019,0.0432,0.0616,0.0298,0.4523,0.038,0.4146,0.5854,6875,158699332,0.0,0.0,0.0,0.0,0.0253,0.0,0.0,0.0,0.0506,0.0608,0.0,0.0127,0.0354,0.0,0.0177,0.0329,0.0,0.0456,0.0025,0.0,0.0203,0.0278,0.0025,0.0633,0.0101,0.0,0.0481,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0937,0.0684,0.3696,0.0101,Bachelor's,Graduate,Private,Southeast,Distant Town,0.6982,25,1144,33326,7040,6425,17900.0,25.4300003,53841.5,43100,36.168814,-94.454856
33,71998,107512,Ouachita Baptist University,1546.0,0.8092,0.0796,0.0524,0.0045,0.0052,0.0006,0.0278,0.0207,0.0,0.6369,0.073,0.4489,0.5511,4347,59511325,0.0,0.003,0.0,0.0,0.0515,0.0,0.0121,0.0,0.0576,0.0,0.0,0.0,0.0,0.0,0.0182,0.0424,0.0,0.1455,0.0061,0.0,0.0,0.0485,0.0485,0.0606,0.0061,0.0,0.0455,0.0,0.0,0.0273,0.0,0.0,0.0,0.0,0.0879,0.0576,0.2394,0.0424,Bachelor's,Bachelor's,Private,Southeast,Distant Town,0.7011,24,1090,31473,8912,4598,15000.0,19.5900002,71658.0,34600,34.126385,-93.055286
34,72830,107558,University of the Ozarks,862.0,0.4768,0.0812,0.1288,0.0081,0.0116,0.0,0.0464,0.21,0.0371,0.5099,0.15,0.493,0.507,2283,30485231,0.0,0.018,0.0,0.0,0.027,0.0,0.0,0.0,0.0811,0.0,0.0,0.009,0.0,0.0,0.009,0.045,0.0,0.0901,0.018,0.0,0.0,0.0,0.009,0.0,0.009,0.0,0.0721,0.0,0.0,0.0991,0.0,0.0,0.0,0.0,0.0811,0.1261,0.2883,0.018,Bachelor's,Bachelor's,Private,Southeast,Remote Town,0.6136,23,1057,34532,10651,5489,12349.5,20.4599991,44123.0,33300,35.509167,-93.515619
35,72110,107585,University of Arkansas Community College-Morrilton,1720.0,0.7413,0.0808,0.0797,0.0064,0.0035,0.0006,0.0622,0.0198,0.0058,0.2249,0.155,0.3651,0.6349,4543,41795324,0.0,0.0,0.0,0.0,0.0,0.0,0.0766,0.0,0.0155,0.0,0.0404,0.0,0.0228,0.0,0.0,0.5621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0839,0.0383,0.0,0.0,0.1128,0.0476,0.0,Associate,Associate,Public,Southeast,Distant Town,0.5838,20,930,11593,3700,4606,5500.0,25.6100006,20671.0,25000,35.156495,-92.781326
36,71753,107983,Southern Arkansas University Main Campus,3203.0,0.6497,0.2513,0.0456,0.0084,0.0059,0.0012,0.0144,0.0225,0.0009,0.7603,0.159,0.4508,0.5492,13008,254428854,0.0328,0.0,0.0,0.0,0.0114,0.0,0.0142,0.0,0.0741,0.0185,0.0,0.0,0.0,0.0,0.01,0.2949,0.0,0.0271,0.0071,0.0,0.0,0.0214,0.0,0.0,0.0613,0.0,0.0456,0.0385,0.0499,0.0142,0.0,0.0,0.0,0.0,0.0313,0.0613,0.1752,0.0114,Bachelor's,Graduate,Public,Southeast,Remote Town,0.6081,21,989,17738,6317,6077,10500.0,22.4099999,27662.0,31700,33.225678,-93.184674
37,91702,109785,Azusa Pacific University,5545.0,0.3726,0.0611,0.3322,0.095,0.0029,0.0106,0.0712,0.031,0.0233,0.5438,0.03,0.3459,0.6541,40250,1255273501,0.0,0.0,0.0,0.0064,0.0524,0.0,0.0166,0.0,0.0595,0.0,0.0,0.0019,0.0,0.0,0.0205,0.0326,0.0,0.0211,0.0058,0.0,0.0,0.0006,0.0058,0.0307,0.0102,0.0,0.1132,0.0083,0.0198,0.0294,0.0,0.0,0.0,0.0,0.0729,0.3523,0.133,0.007,Bachelor's,Graduate,Private,Far West,Large Suburb,0.7985,24,1098,44021,10343,9231,19000.0,24.5100002,72335.5,45800,34.280333,-117.866141
38,92504,110361,California Baptist University,7811.0,0.3886,0.0681,0.3644,0.0535,0.0061,0.0092,0.0581,0.0195,0.0325,0.6968,0.045,0.3775,0.6225,30606,937996004,0.0,0.0037,0.0055,0.0,0.0493,0.0209,0.0074,0.0,0.0382,0.0579,0.0025,0.0031,0.0,0.0,0.0222,0.0419,0.0,0.0481,0.0062,0.0,0.0253,0.0715,0.0154,0.0099,0.0055,0.0,0.0955,0.037,0.0136,0.0437,0.0,0.0,0.0,0.0049,0.0234,0.1787,0.1583,0.0105,Bachelor's,Graduate,Private,Far West,Large City,0.788,21,984,39026,8008,8355,19500.0,23.8600006,63947.0,36600,33.903134,-117.398044
39,91360,110413,California Lutheran University,3054.0,0.4283,0.0432,0.335,0.0488,0.0023,0.0049,0.0756,0.0327,0.0291,0.5461,0.03,0.4332,0.5668,12452,313969128,0.0,0.0163,0.0,0.0,0.1382,0.0,0.0244,0.0,0.0,0.0027,0.0,0.0054,0.0,0.0,0.0149,0.0379,0.0,0.0772,0.0068,0.0,0.0217,0.0813,0.0095,0.0,0.023,0.0,0.1301,0.0474,0.0,0.0596,0.0,0.0,0.0,0.0,0.0407,0.0,0.2493,0.0136,Bachelor's,Graduate,Private,Far West,Mid-size City,0.4802,24,1108,48630,8149,9597,19500.0,21.7299995,76461.0,44300,34.212805,-118.882179
