,UNITID,OPEID,OPEID6,ZIP,SCH_DEG,MAIN,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,ST_FIPS,REGION,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,CIP01CERT1,CIP01CERT2,CIP01ASSOC,CIP01CERT4,CIP01BACHL,CIP03CERT1,CIP03CERT2,CIP03ASSOC,CIP03CERT4,CIP03BACHL,CIP04CERT1,CIP04CERT2,CIP04ASSOC,CIP04CERT4,CIP04BACHL,CIP05CERT1,CIP05CERT2,CIP05ASSOC,CIP05CERT4,CIP05BACHL,CIP09CERT1,CIP09CERT2,CIP09ASSOC,CIP09CERT4,CIP09BACHL,CIP10CERT1,CIP10CERT2,CIP10ASSOC,CIP10CERT4,CIP10BACHL,CIP11CERT1,CIP11CERT2,CIP11ASSOC,CIP11CERT4,CIP11BACHL,CIP12CERT1,CIP12CERT2,CIP12ASSOC,CIP12CERT4,CIP12BACHL,CIP13CERT1,CIP13CERT2,CIP13ASSOC,CIP13CERT4,CIP13BACHL,CIP14CERT1,CIP14CERT2,CIP14ASSOC,CIP14CERT4,CIP14BACHL,CIP15CERT1,CIP15CERT2,CIP15ASSOC,CIP15CERT4,CIP15BACHL,CIP16CERT1,CIP16CERT2,CIP16ASSOC,CIP16CERT4,CIP16BACHL,CIP19CERT1,CIP19CERT2,CIP19ASSOC,CIP19CERT4,CIP19BACHL,CIP22CERT1,CIP22CERT2,CIP22ASSOC,CIP22CERT4,CIP22BACHL,CIP23CERT1,CIP23CERT2,CIP23ASSOC,CIP23CERT4,CIP23BACHL,CIP24CERT1,CIP24CERT2,CIP24ASSOC,CIP24CERT4,CIP24BACHL,CIP25CERT1,CIP25CERT2,CIP25ASSOC,CIP25CERT4,CIP25BACHL,CIP26CERT1,CIP26CERT2,CIP26ASSOC,CIP26CERT4,CIP26BACHL,CIP27CERT1,CIP27CERT2,CIP27ASSOC,CIP27CERT4,CIP27BACHL,CIP29CERT1,CIP29CERT2,CIP29ASSOC,CIP29CERT4,CIP29BACHL,CIP30CERT1,CIP30CERT2,CIP30ASSOC,CIP30CERT4,CIP30BACHL,CIP31CERT1,CIP31CERT2,CIP31ASSOC,CIP31CERT4,CIP31BACHL,CIP38CERT1,CIP38CERT2,CIP38ASSOC,CIP38CERT4,CIP38BACHL,CIP39CERT1,CIP39CERT2,CIP39ASSOC,CIP39CERT4,CIP39BACHL,CIP40CERT1,CIP40CERT2,CIP40ASSOC,CIP40CERT4,CIP40BACHL,CIP41CERT1,CIP41CERT2,CIP41ASSOC,CIP41CERT4,CIP41BACHL,CIP42CERT1,CIP42CERT2,CIP42ASSOC,CIP42CERT4,CIP42BACHL,CIP43CERT1,CIP43CERT2,CIP43ASSOC,CIP43CERT4,CIP43BACHL,CIP44CERT1,CIP44CERT2,CIP44ASSOC,CIP44CERT4,CIP44BACHL,CIP45CERT1,CIP45CERT2,CIP45ASSOC,CIP45CERT4,CIP45BACHL,CIP46CERT1,CIP46CERT2,CIP46ASSOC,CIP46CERT4,CIP46BACHL,CIP47CERT1,CIP47CERT2,CIP47ASSOC,CIP47CERT4,CIP47BACHL,CIP48CERT1,CIP48CERT2,CIP48ASSOC,CIP48CERT4,CIP48BACHL,CIP49CERT1,CIP49CERT2,CIP49ASSOC,CIP49CERT4,CIP49BACHL,CIP50CERT1,CIP50CERT2,CIP50ASSOC,CIP50CERT4,CIP50BACHL,CIP51CERT1,CIP51CERT2,CIP51ASSOC,CIP51CERT4,CIP51BACHL,CIP52CERT1,CIP52CERT2,CIP52ASSOC,CIP52CERT4,CIP52BACHL,CIP54CERT1,CIP54CERT2,CIP54ASSOC,CIP54CERT4,CIP54BACHL,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,TUITFTE,INEXPFTE,PCTPELL,PFTFTUG1_EF,PCTFLOAN,CDR3,COMP_ORIG_YR3_RT,COMP_ORIG_YR4_RT,COMP_ORIG_YR6_RT,OVERALL_YR2_N,LO_INC_YR2_N,DEP_YR2_N,IND_YR2_N,OVERALL_YR3_N,LO_INC_YR3_N,DEP_YR3_N,IND_YR3_N,OVERALL_YR4_N,LO_INC_YR4_N,DEP_YR4_N,IND_YR4_N,OVERALL_YR6_N,LO_INC_YR6_N,DEP_YR6_N,IND_YR6_N,OVERALL_YR8_N,DEBT_MDN,DEBT_N,LO_INC_DEBT_N,COUNT_WNE_P6,MD_EARN_WNE_P6,PCT25_EARN_WNE_P6,PCT75_EARN_WNE_P6,COUNT_WNE_INC1_P6,COUNT_WNE_MALE0_P6,COUNT_WNE_P8,MD_EARN_WNE_P8,PCT25_EARN_WNE_P8,PCT75_EARN_WNE_P8,DEBT_MDN_SUPP,ICLEVEL,UGDS_MEN,UGDS_WOMEN,CDR3_DENOM,D_PCTPELL_PCTFLOAN,OPENADMP,OPEFLAG,FTFTPCTPELL,FTFTPCTFLOAN,UG12MN,SCUGFFN,PPLUS_PCT_LOW,PPLUS_PCT_HIGH,COUNT_NWNE_3YR,COUNT_WNE_3YR,CNTOVER150_3YR,DBRR1_FED_UG_N,DBRR1_FED_UG_NUM,DBRR1_FED_UG_DEN,DBRR1_FED_UG_RT,DBRR4_FED_UG_N,DBRR4_FED_UG_NUM,DBRR4_FED_UG_DEN,DBRR4_FED_UG_RT,DBRR5_FED_UG_N,DBRR5_FED_UG_NUM,DBRR5_FED_UG_DEN,DBRR5_FED_UG_RT,BBRR2_FED_UG_N,BBRR2_FED_UG_N_SUPP,LPSTAFFORD_CNT,LPSTAFFORD_AMT,COUNT_NWNE_1YR,COUNT_WNE_1YR,CNTOVER150_1YR,GT_THRESHOLD_P6,MD_EARN_WNE_INC1_P6,MD_EARN_WNE_MALE0_P6,AdmissionRate,ACTMedian,SATAverage,AverageCost,Expenditure,AverageFacultySalary,MedianDebt,AverageAgeofEntry,MedianFamilyIncome,MedianEarnings,LAT,LNG,ROI
UNITID,1.0,0.41099513209575317,0.41099473944677445,-0.185893595211328,-0.09859844709073387,-0.22719196542210293,0.11398999052461305,-0.10157213942205105,-0.04498074449550177,-0.018211807078589794,0.7651828565329944,-0.1098992502573938,0.028873195383544333,0.025068731682105314,-0.052221957305794584,-0.03462024936489905,-0.03527562815140574,0.12798974564266127,0.1316314055025865,0.039426005960372996,-0.025573924411538163,0.006443950140384902,0.04844679446565337,-0.0028304654250450203,-0.032568586844094784,-0.01753467098160136,0.21784520448818162,-0.05186482383667391,-0.0065241450721912255,-0.031024433241656494,-0.01129894833743971,0.032975010383373964,0.04544435089492485,-0.06389760221999906,-0.019036840386135283,-0.03394554838707308,0.015161959668352267,0.02134802667259032,-0.08218328736456874,0.02857785444092134,-0.019986222304192957,-0.03391797173065054,0.009505893561859696,-0.015581865940334531,-0.006858171692828172,-0.04721729202468288,0.017679952407196782,0.040227657677405416,-0.043526491436950254,-0.01724357545515749,-0.010650788852338867,-0.004517489035824239,0.02444341341971749,,0.00024924454732370933,-0.031824502667851806,0.00022570693859849498,-0.03501681521436826,,0.036606736476988394,0.003534501013873448,-0.016000321754514674,-0.022134236509250456,,0.012056906904711015,0.0351650849807855,0.00956960756733505,-0.02841806748575084,-0.0031518274137290157,-0.007007059917644379,0.02865307511162187,-0.0053053254963240665,-0.03686186810747372,-0.013838259976216238,-0.032905505920524575,0.0272968151994311,-0.049768649307221156,-0.02735005061673174,-0.0031176086186378814,0.023385659053866747,0.07767583600936186,-0.02623697169168916,0.05350139342518134,-0.013838259976216238,0.06074673162081205,-0.0723321765808033,0.062288028168605604,0.05032938140271248,0.004567214864750499,-0.00433057360643445,-0.038977195647009605,0.008825330294517163,-0.005077332504552817,0.014746666616940294,-0.06735854862094802,-0.013278587200877226,0.010214535684368652,-0.0057334323019487595,-0.06352337271969419,0.015091869199442798,-0.002309273667143971,-0.04469856904212398,0.005736986643087008,,0.007360757674540682,-0.01913065239550397,0.01559701179021567,-0.03442391381203435,0.005130597984480557,-0.021463712733770113,-0.003081541057636703,-0.016185152643115562,0.00471438116344912,-0.013838259976216238,-0.02393409726484237,0.03390884148700174,-0.05313649241139673,-0.00829193167412007,-0.06230775826486147,-0.013149733295605445,-0.006233853778959741,0.16776734204992158,0.052877518032241694,-0.0438770130372533,-0.09046532210178863,0.022038352098586438,-0.04167564061330867,-0.05692479865266005,-0.0438770130372533,-0.06562608395444912,,,,,0.009057175621127282,0.00959325299785557,0.003732006879797009,-0.015853771208658222,-0.012706237118150386,-0.05434728729968939,-0.029292999074624994,0.014381064919807528,-0.05463268532774281,,-0.02675901581140344,-0.005213825364533055,-0.0033795534427717194,-0.05106009296337582,,0.02526137521501497,0.006024602363764565,0.08044916714231234,0.0013379526870688364,-0.019050477856668323,0.008178223392900879,-0.035485422205792046,0.022000704531389036,-0.021521707345586418,,-0.028410905791519853,0.06191272278911856,0.0011433675570656394,0.006028441570216415,0.020832572663348484,-0.06582809486220147,-0.037194636318735035,0.02511615126475357,-0.033749826703333666,-0.02540499129760544,-0.05569414582062225,0.02640393039098944,-0.004061616894891727,-0.028175158765384126,,-0.034756108475553,0.03294729031673988,-0.03981423565188094,-0.002410677515526448,,-0.01654476893759092,-0.02485533266199158,0.006877925211877335,-0.031542632742370375,0.007051222256287643,-0.0877155169218455,-0.050590178410093126,-0.11087404529593121,-0.014985960351143015,,0.005941815607429316,-0.022177024544676446,-0.023247317031184163,-0.02619449278083819,-0.018778729768626063,-0.02305764431879922,-0.018324347766578472,-0.014954245475367462,0.01265603207036922,-0.017530076475767514,-0.06263137272254249,-0.03049460341594178,-0.05421984629300799,-0.01507438290940856,,0.01390083452435849,-0.07644926475265759,-0.07844992193262736,-0.06367792572962833,-0.031727280473828695,-0.021137010142165145,-0.06203017793270112,-0.06595338765875129,-0.06435132362688138,-0.027619980120343543,-0.016281259559230994,-0.062417676857839485,-0.027792859684307194,-0.006379123799884479,,-0.03183252533111157,0.03477396572908825,-0.03639764677047991,-0.0205175898624662,0.02101924704649361,-0.05875407893640155,0.02446346945792283,-0.001211999235361167,0.00935435192226238,-0.040552845887162785,-0.012474905882767562,0.03420216478960045,-0.001580134059821576,0.018462192641974216,0.017076752875822256,-0.08161606694991033,0.034922938307932985,0.024966068478378033,-0.02251811832491607,,-0.08334673870614644,,-0.027905021847392995,0.10758611357890202,-0.06353189751269057,-0.06658360937232159,-0.002446427866379838,-0.014940451936605398,-0.05928984184931723,-0.03734793405331563,-0.018564695710507957,-0.025576536997756225,-0.01928731825658395,-0.05671234482729924,-0.04691854336892466,-0.027379879442890005,0.059533156951433644,0.012691034304014923,-0.014704116072497194,0.05959272590573308,0.06531773243634595,0.06467880568932083,0.08573684224375402,0.033464510425705356,0.09399717280719794,0.036491915535806975,0.0875426340703078,0.0336427449409067,0.09683276071428501,0.04532254195406337,0.08652257891707754,0.03494468929641622,0.09516778820697776,0.039711074916386625,0.0894187077843497,0.039449458976933124,0.10034968557411111,0.04807668172940784,0.08562050927897656,0.013644812205629141,0.09377709040669653,0.04625231165567811,0.080106050497379,0.00849418088146569,0.01868750277729885,0.0004291100351458298,0.03336942282368918,0.0703196255342906,0.0792264439753195,-0.00034258717054968895,0.018214224052401848,-0.013125643967755903,0.012177683016001145,0.09840193264232285,0.029808869869034797,-0.02980886986903807,0.09331171650287133,-0.031937069702499606,-0.06755689268294919,,-0.02818445276140355,0.00901710114800183,-0.031475624775647096,-0.019408801726685392,-0.03203674947911662,-0.014673376972907357,0.10243463523172631,0.11624390903402335,0.11752183434077627,0.0950897483612918,0.09357715821163097,0.09669133625832295,-0.04935354409887251,0.09366477866372092,0.08386318955704164,0.09531961403041149,-0.07700583535990842,0.09264779865651236,0.07917745505040784,0.09486235924468077,-0.09597851298357006,0.06828651146065147,0.06828651146065147,0.0737868636920951,0.041359662558448425,0.07930516863691414,0.10402655792084371,0.10745266505872121,0.04404648814949285,0.007008413182742301,0.003944598449580777,0.07087921397951379,-0.03771223439246832,-0.029242888704527816,-0.07114995286868268,-0.03249070162203346,-0.019178666182966153,0.053224835075841824,-0.0578869093303466,0.08434093397945133,0.028172279858376455,0.16922964643152538,0.1874135095408389,-0.07865537133545575
OPEID,0.41099513209575317,1.0,0.9999999999933944,0.033588776628022156,-0.20465049212816677,-0.04444330796195504,0.004477944425084446,-0.17077504624088838,-0.12508324265777127,0.09619843579753624,0.17324495657052358,0.09906659365512147,0.05223894359004682,-0.005144280150390323,0.10017338307063835,-0.07548321786954777,-0.06956913931989875,0.156394077794459,0.049233981436211306,0.059731486746384,-0.059235338759453346,-0.06237134501716621,-0.026405312851586437,-0.0724080600490125,-0.01987015123665203,-0.016953164731632907,0.29693577693810685,0.03914953256334444,-0.011463594369337287,-0.15119271212258262,-0.12487939049390047,-0.0032089898859304043,0.10139969204555126,-0.07397049622907083,-0.043622445000000384,0.22861609570372643,-0.11641264233330036,-0.01002100854009052,-0.054541275793346104,-0.06821045671863185,-0.03976281598698359,-0.1072642875735364,0.10306909239435405,0.06700875129682429,0.08497300865408072,-0.02836148303109839,0.044676988663052704,0.026146349638312666,-0.11589795665935203,-0.11649173254631325,-0.028489695328578216,-0.017609328961673838,-0.045876279158288166,,-0.05902925908886675,-0.028649558476919953,0.00045891855016198606,-0.013223635876590277,,-0.0806810735345795,-0.007596237296847656,-0.014451521347045545,-0.01761558644881703,,-0.04757548649083975,-0.03098871938197747,-0.014228428495651722,-0.022145990019260788,-0.011623376360172069,-0.11543081861643688,-0.04770708253548983,-0.022968823514415915,-0.01877811318821502,-0.009885605796814807,-0.13416114937477983,-0.01039916966263973,-0.023051303610755965,-0.017415660959631873,-0.0069581801046498405,-0.001998086652540338,-0.03166643512227446,-0.01790605210081509,0.04116308577298399,-0.009885605796814807,-0.14968645365462643,-0.019687962370362532,0.16435079428203064,0.12596349941335794,-0.007486412173552987,-0.020975773626096622,-0.0178984857109923,-0.03951849437666022,0.023548413569275818,-0.014126798817157449,-0.13505722752184313,-0.00924435115671965,-0.007615878809193193,-0.03235555906391822,-0.02856471575767759,-0.09593114881426325,-0.025055505808141476,-0.014053908499517941,-0.0174520953367879,,-0.07711235186434144,-0.04235836340037468,-0.007233553089638793,-0.02683170553337834,-0.007366127514706415,-0.15985386304609916,0.0029152184015403845,0.06462600725238972,0.038507871315224124,-0.009885605796814807,-0.04677960993069267,-0.00879314725402762,-0.03808845550413497,-0.020008112028035013,-0.023290770392434868,0.007000758402512807,-0.03088189268481399,0.2159950946958513,0.10700778091694577,-0.016464921115064406,-0.24812845946165824,-0.019997929817642597,-0.021596637241227516,-0.009550400965851242,-0.016464921115064406,-0.10872669300359392,,,,,-0.010499498087622688,-0.008858102458931458,-0.015307215325784442,-0.022977621981147996,-0.009700793568774093,-0.33299042770871107,-0.02781081312630165,-0.009851699392324744,0.0068217874526943,,-0.2798351249144902,-0.00740172945194756,-0.006921217659041699,-0.017366804787903124,,-0.014775093764873782,-0.04898963627599663,-0.018405808717510384,0.05034339444586654,-0.019050042154775817,-0.07395257650578554,-0.0311781892384085,-0.010387611103292452,-0.013498685634505054,,-0.11260709707859629,-0.009453995421916954,-0.004688080604251672,0.044983885511381855,-0.0005932469709274789,-0.18477651499473782,0.02536415782124707,0.06994503637314496,0.11290151829838999,0.05132913380366349,0.06674576654945995,-0.01530341884548424,-0.011760084274945404,-0.022513639437267054,,-0.2630372886589252,0.0030777187338399134,-0.015880914474455735,-0.005335338911225806,,-0.02871410227859367,-0.023972545848080683,-0.01753999452621674,0.03895608756684899,-0.0069059079504239645,-0.18319356315421115,-0.033343095509402065,-0.049349168987443987,0.008924629093752082,,-0.10825609832074551,-0.03773192676348395,-0.019324753470553558,-0.02555161594108859,-0.013856269324644344,-0.10187605806379117,-0.028969408512327943,-0.020520011380516918,-0.0035117030711841065,-0.014942815415762225,-0.19340032416680344,-0.01701207413192316,-0.02745011318307113,0.0158770810680441,,0.009930506486012961,-0.009902419450386503,-0.01889359999510219,0.008241308812847785,-0.019133767428032418,-0.025261312585185196,-0.017660986137214185,0.020181446321288956,-0.025434720236354152,-0.013463570531683117,-0.018860581450727724,-0.03012316417669663,-0.015425199657425465,-0.026807444124749186,,-0.03435649253086843,-0.03940737526220716,0.010034291518989802,0.05349209433041178,0.02477724913122479,-0.16783426404774196,0.03334631804282628,0.0211837383779869,0.021230782909467883,-0.01914877063806673,-0.11703049017555991,-0.041580429769433755,-0.033895936726589526,0.01758833003916183,-0.008791322725781705,-0.12664953893325637,-0.01330508651488324,-0.004288142308115072,0.0909120577614934,,-0.24649474958271353,,-0.06884055550110332,-0.011689667848967219,-0.05607007331837497,0.059548087072430506,0.07387025732941348,-0.02614094240063295,-0.00624093959917822,0.044140085745675336,0.06566104647901023,-0.053940881782173614,0.09997791636436762,-0.022040163136280943,-0.08338894636418795,0.09079418231148478,-0.171366676604121,-0.07460479710441639,-0.004796418439345376,0.0018648429301087754,-0.027294915071666405,-0.034595569693760896,-0.04403930950229779,-0.03150773600297147,-0.053042878338166816,-0.01340605286287923,-0.0451627808376727,-0.032505350979973514,-0.050931161005868496,-0.017778432288649195,-0.04526521364062717,-0.03864416633544877,-0.05272436330627131,-0.026646281588336488,-0.05010767659676818,-0.0469648741916163,-0.058378630782573285,-0.043279804421131114,-0.053440811668199834,-0.12503483257643966,-0.0484002603989417,-0.051324165134289515,-0.04396745490937116,-0.0877042447335783,-0.09539396401385762,-0.08413398307935588,-0.042041539067215083,-0.043876930685166356,-0.04515388368392633,-0.08939321483609744,-0.11134152989634907,-0.08817291192464628,-0.12601952506275288,0.177286871824316,0.011626687096283927,-0.0116266870962845,-0.05921153563788119,-0.07191775564863276,-0.1564394257861895,,0.06985952115439664,-0.08390758182910452,-0.07003412780552574,-0.08198530260067419,-0.06242127159008157,-0.07573103465526966,-0.02510166970692665,-0.04246095354872476,-0.043322516731453056,-0.04938417374770263,-0.05057960035034105,-0.04972329836631919,-0.024368046170240583,-0.05323317599696401,-0.05546229920512176,-0.05147414957752949,-0.01935503141045297,-0.054067347748502734,-0.05701029274097641,-0.051380147959510174,-0.035648605646087156,-0.0743981182329796,-0.0743981182329796,-0.06755342237535514,-0.07528708412604254,-0.02876294327562134,-0.04350815793284677,-0.04424510589711209,-0.10931119620423849,-0.04916843717891747,-0.08999455906228986,0.026035578503193758,-0.07377884748212378,-0.06141896385040797,-0.07456630957807114,-0.08595445932781665,-0.11334118081157338,-0.06023045910966444,0.10568393678737466,-0.09053144274182878,-0.052624916948693215,-0.04778441515725527,-0.05563089236901604,-0.03022191946567066
OPEID6,0.41099473944677445,0.9999999999933944,1.0,0.033589210456437625,-0.20465055139561436,-0.04444055684979915,0.004474908107240015,-0.17077509205328248,-0.12508275875777927,0.09619903659233892,0.17324463889791406,0.0990670410314315,0.0522390050413498,-0.005144250674470654,0.10017343141350338,-0.07548313567203054,-0.0695691433908332,0.15639414529311413,0.049233307471070915,0.059731512600748084,-0.059234990374441854,-0.06237151128250574,-0.026405468813025666,-0.07240782826044187,-0.019871447802581533,-0.016953064998898603,0.2969358386208834,0.03914958774787442,-0.011463571087084849,-0.15119248471092905,-0.12487912003483007,-0.0032089620489419634,0.10139977331783752,-0.07397019380891628,-0.04362233964709605,0.2286161916153105,-0.11641234451292447,-0.010020970388111011,-0.05454145773611366,-0.06821067513190338,-0.03976257702458566,-0.10726398513808241,0.10306912341822214,0.06700879229816517,0.08497305082723268,-0.02836149055898809,0.04467719019252017,0.026146144189554014,-0.11589814467634578,-0.1164913931780502,-0.028489642669799024,-0.017609289885530593,-0.04587628998380859,,-0.05902939168399553,-0.02864949698282128,0.0004589576369637705,-0.01322385039867454,,-0.08068076863916686,-0.0075962178139810915,-0.01445149747716813,-0.017615558873652737,,-0.047575370141652036,-0.030988912167575267,-0.014228502800625343,-0.0221459550990272,-0.011623352488626327,-0.11543082558704511,-0.04770731295697487,-0.02296877506210074,-0.018778046224081635,-0.009885592029567807,-0.13416094893386238,-0.010399134735476665,-0.0230512797459516,-0.01741561056873876,-0.006958166335675902,-0.001997951232383039,-0.03166686755439862,-0.0179067196524474,0.041162681654093085,-0.009885592029567807,-0.14968646141720857,-0.01968792090458043,0.1643508146431278,0.12596353397370108,-0.007486392690621617,-0.02097572408343389,-0.01789852311639698,-0.039518417789591545,0.023548528481721363,-0.014126759738959807,-0.13505688603707733,-0.00924465804532215,-0.0076158449961337945,-0.032355641988038863,-0.028564688188972325,-0.09593135388728581,-0.0250555659478997,-0.01405385480603408,-0.01745237539076864,,-0.07711219181240517,-0.0423583229119308,-0.007233501238059733,-0.02683166407181037,-0.007366108031704114,-0.15985333825703688,0.0029149971806900314,0.06462605769167959,0.03850696583681699,-0.009885592029567807,-0.04677986859819761,-0.008793152179842478,-0.03808839980257469,-0.020008040006964305,-0.02329075091882665,0.007000922929748991,-0.030881853651180628,0.2159951153716403,0.10700783238717836,-0.016464907351698588,-0.24812807270296885,-0.01999862177138576,-0.021596590795981974,-0.009550711927507345,-0.016464907351698588,-0.10872670891568097,,,,,-0.01049946882793382,-0.008858049259815724,-0.01530717879021034,-0.02297755523896254,-0.009700779801418058,-0.3329902129254189,-0.027810765920265088,-0.009851668541822293,0.006821827355612163,,-0.2798345015661629,-0.007401715683235276,-0.006921203890045954,-0.01736679102506932,,-0.014775044886077802,-0.04898975314080893,-0.018405995227602844,0.05034343893995544,-0.019050011309699532,-0.07395243203197649,-0.031178134305445592,-0.010387573621099863,-0.013498630691112885,,-0.11260680031615365,-0.009453929938129293,-0.004688039129621047,0.044983941027633444,-0.0005932331981988197,-0.18477596481115588,0.025364223432156056,0.06994510333791375,0.1129016238179591,0.051329161419498545,0.06674600084493179,-0.015303410151294335,-0.01176006040348031,-0.022513578894290884,,-0.26303665339793203,0.0030777382230031585,-0.015880900710745396,-0.0053352951723843935,,-0.028714052740495804,-0.023972898848178943,-0.01754022101727815,0.038956140064671706,-0.006905888467150161,-0.18319339899207002,-0.03334305696943502,-0.049349105097883976,0.008924743979477446,,-0.10825614415474044,-0.03773185492371321,-0.01932472436488521,-0.025551543845039958,-0.013856249845470639,-0.10187576849464017,-0.02896940651451527,-0.0205199492331188,-0.003511645871797212,-0.014942791546174637,-0.1933998031835997,-0.017012040324406643,-0.027450082342950058,0.015877126976424624,,0.009930532552443078,-0.009902377978831898,-0.018893550060756742,0.008241374307073834,-0.019133743560917085,-0.02526126898817184,-0.01766094960302859,0.020181487810590173,-0.025434676509369532,-0.013463556766546784,-0.018860549256503496,-0.030123133338152436,-0.015425180179177291,-0.02680739824154841,,-0.034356414813485434,-0.03940731027769013,0.010034355250327885,0.05349220228364565,0.024777295044855548,-0.1678334864302135,0.033345983536508646,0.021183580163004374,0.02123053415950604,-0.01914871515964727,-0.11703033801924087,-0.0415809167399503,-0.0338964809627273,0.01758790874590805,-0.008791285242647495,-0.1266493696684171,-0.013305034666885748,-0.004288118432242187,0.09091208597247911,,-0.24649407564599465,,-0.06884033782980589,-0.011689811290702849,-0.056069963774908874,0.05954822181144555,0.07387009850944663,-0.026140843544820668,-0.006240871874747935,0.044140079250799186,0.06566091391385594,-0.053940676991643725,0.09997788832205004,-0.02203977360900199,-0.08338868198772639,0.09079418055270486,-0.17136682190658833,-0.07460479627275059,-0.004796249526639142,0.0018648920317744185,-0.027295046827835952,-0.034595815098411864,-0.044041842517712426,-0.03150982013783165,-0.05304554825190646,-0.013408233896258654,-0.04516531292939057,-0.032507472812196264,-0.050933842916681286,-0.01778067705548916,-0.04526777927136363,-0.03864623999251212,-0.05272705494488506,-0.026648376191139193,-0.05011022117623957,-0.04696687760413422,-0.05838129272811367,-0.04328173194939923,-0.05344339042953236,-0.12503509685007624,-0.04840286279496958,-0.05132635205374133,-0.0439700214142785,-0.0877044822180071,-0.09539416643221374,-0.0841342809096755,-0.04204361483749045,-0.043879341163786355,-0.045156527713934115,-0.08939344213106144,-0.11134172311412918,-0.08817318003302385,-0.1260197889657354,0.17728690072523914,0.011626323081253088,-0.011626323081253614,-0.05921400441273646,-0.07191753529284492,-0.15643947688665874,,0.0698595560175048,-0.08390755717241029,-0.0700339086240193,-0.0819851082401932,-0.06242111507466887,-0.07573106517838295,-0.025103844192401335,-0.042463643313211064,-0.04332522981857341,-0.0493868346928913,-0.05058233435155427,-0.04972605849709118,-0.02436789880667558,-0.053235837968269514,-0.05546494777769986,-0.051476905361408504,-0.019354813785277907,-0.054070008755963135,-0.05701290172935516,-0.05138290413508406,-0.03564837209247001,-0.07439999840069711,-0.07439999840069711,-0.06755590333700838,-0.07528918012744225,-0.02876497832981813,-0.04351076742307765,-0.04424775070797615,-0.10931150560554075,-0.04916849166826549,-0.0899946887322325,0.02603520727329263,-0.07377861075250806,-0.061418641980933074,-0.0745659408008258,-0.08595421528471968,-0.11334130201304318,-0.06023079838481643,0.10568417275987418,-0.09053168262778749,-0.0526251406330258,-0.04778457967927391,-0.05563120793809966,-0.030221403463977656
